date,T10Y3M,curvature,BAMLCC0A1AAATRIV,DPRIME,VIXCLS,DJIA,SP500,mktrf,smb,hml,umd,indexgx,twexb,twexm,twexo,DCPF3M,DCPN3M,DFF,NASDAQCOM,DTWEXB,TEDRATE,USD3MTD156N,USEPUINDXD,WILL5000INDFC,WILLRESIND,predict
1932,1.5624188,0.14338508,-0.414578653,-0.627632481,-0.656085843,-0.495524729,-0.590981681,-0.009745893,-0.059914318,0.118658091,0.094607994,-0.250929897,0.559800318,0.081583833,1.161208106,-0.546950404,-0.573930344,-0.579995086,-0.636774876,0.559881246,-0.574884151,-0.569650345,-1.024014731,-0.615990505,-0.534372115,-0.09
1933,1.528020675,0.120777986,-0.420674089,-0.627632481,-0.560418098,-0.490701269,-0.589489564,0.087412583,1.057881366,-0.078661443,0.706791285,-0.250929897,0.58146275,0.09034665,1.195910484,-0.542513302,-0.525093351,-0.579995086,-0.632997947,0.581555085,-0.74056006,-0.564434531,-0.354113939,-0.61343169,-0.547572005,-0.11
1934,1.553819269,0.199902816,-0.425825162,-0.627632481,-0.586726728,-0.470212265,-0.578612061,0.225053758,-0.379284513,-0.245624125,-0.242092816,-0.250929897,0.556705684,0.06856975,1.181179275,-0.546950404,-0.516213898,-0.597538201,-0.634675541,0.556861208,-0.716892073,-0.558674306,-0.7189576,-0.607290534,-0.529298283,-0.1
1935,1.528020675,0.188599269,-0.423421328,-0.627632481,-0.473121281,-0.492990763,-0.602576689,-0.754627542,-1.544985727,-0.109018294,-0.150265323,-0.250929897,0.578474829,0.092081861,1.185133962,-0.533639099,-0.511774171,-0.593152422,-0.661592021,0.578599077,-0.669556099,-0.549893474,-0.912461813,-0.624178712,-0.538137849,-0.08
1936,1.553819269,0.22250991,-0.433208366,-0.627632481,-0.503017451,-0.477056529,-0.585758392,0.435563789,0.594794583,0.057944388,-0.191077542,-0.250929897,0.550196283,0.061715666,1.1795974,-0.507016488,-0.511774171,-0.593152422,-0.644384967,0.550330243,-0.716892073,-0.543856653,0.060017156,-0.61343169,-0.535045983,-0.08
1937,1.528020675,0.120777986,-0.429774317,-0.627632481,-0.669240158,-0.42669631,-0.534327438,1.245217755,0.259455878,0.482940307,0.247653817,-0.250929897,0.490544559,0.011828345,1.138270922,-0.524764895,-0.494015265,-0.593152422,-0.605022427,0.490655151,-0.764228047,-0.532331811,-0.269683691,-0.582725912,-0.524462288,-0.1
1938,1.502222082,0.22250991,-0.428143144,-0.627632481,-0.714682336,-0.41262034,-0.529276167,0.038833345,-0.283473455,-0.093839869,-0.160468378,-0.250929897,0.504737188,0.028920175,1.13728225,-0.520327793,-0.502894718,-0.60192398,-0.602295165,0.504880276,-0.787896034,-0.527941395,-0.067867693,-0.581190623,-0.526919925,-0.1
1939,1.536620206,0.312938287,-0.434581985,-0.627632481,-0.669240158,-0.434386445,-0.560416207,-0.867979097,-0.826402787,0.027587537,-0.517575298,-0.250929897,0.558946626,0.088524678,1.144598421,-0.498142285,-0.485135812,-0.593152422,-0.633147899,0.559027525,-0.74056006,-0.520258168,0.334306096,-0.600637616,-0.532509068,-0.1
1940,1.502222082,0.335545381,-0.431920598,-0.627632481,-0.711094796,-0.42023584,-0.545664242,0.265536456,-0.475095572,0.574010861,-0.048234774,-0.250929897,0.554358031,0.079761862,1.151815724,-0.489268081,-0.485135812,-0.588766644,-0.624469396,0.554449446,-0.693224086,-0.502147702,-0.073700525,-0.593984697,-0.536671195,-0.09
1941,1.502222082,0.335545381,-0.431491342,-0.627632481,-0.711094796,-0.42023584,-0.545664242,0.265536456,-0.475095572,0.574010861,-0.048234774,-0.250929897,0.613796332,0.139366365,1.172775565,-0.489268081,-0.485135812,-0.588766644,-0.624469396,0.613964465,-0.693224086,-0.479646821,-0.667920318,-0.593984697,-0.536671195,-0.1
1942,1.476423488,0.482491494,-0.443338809,-0.627632481,-0.587922575,-0.445836895,-0.577750914,-0.876075637,-0.922213846,-0.852761152,-0.058437829,-0.250929897,0.627882249,0.145005801,1.195020679,-0.458208369,-0.427419365,-0.579995086,-0.652473032,0.62797616,-0.835232008,-0.470317188,-0.542660244,-0.614455216,-0.557442193,-0.09
1943,1.364629583,0.335545381,-0.416123975,-0.627632481,-0.709898949,-0.430313987,-0.558464436,0.548915344,1.648716228,0.315977624,0.257856871,-0.250929897,0.588719132,0.103968057,1.185232829,-0.449334165,-0.414100185,-0.575609307,-0.628471254,0.588843727,-0.598552138,-0.462085158,-1.067906794,-0.600125853,-0.534609951,-0.05
1944,1.442025364,0.482491494,-0.422648667,-0.627632481,-0.740990966,-0.430602579,-0.554015758,0.087412583,0.307361407,0.073122814,0.145623268,-0.250929897,0.634178227,0.160188899,1.179103064,-0.453771267,-0.427419365,-0.588766644,-0.62600641,0.63433638,-0.574884151,-0.47361,-0.740684901,-0.597055275,-0.531121692,-0.07
1945,1.433425833,0.471187947,-0.41578057,-0.627632481,-0.697940481,-0.431302496,-0.558349523,-0.139290527,-0.012008788,0.164193368,-0.027828665,-0.250929897,0.6079272,0.138064957,1.161109239,-0.444897063,-0.436298819,-0.584380865,-0.63965209,0.608063119,-0.456544216,-0.466475574,-0.833281114,-0.599102327,-0.522202847,-0.07
1946,1.433425833,0.448580853,-0.418184404,-0.627632481,-0.71707403,-0.418092301,-0.549825636,0.127895282,-0.331378984,0.315977624,-0.221686707,-0.250929897,0.563855354,0.08409989,1.166151465,-0.444897063,-0.436298819,-0.588766644,-0.636784248,0.564011121,-0.480212203,-0.466475574,0.201025877,-0.595008223,-0.517842523,-0.06
1947,1.381828646,0.403366664,-0.413891843,-0.627632481,-0.684786166,-0.433357467,-0.563372065,-0.365993638,0.147676309,0.22490707,-0.068640884,-0.250929897,0.561080855,0.086355664,1.154584005,-0.440459961,-0.436298819,-0.588766644,-0.64835871,0.561204513,-0.598552138,-0.462357364,-0.849029761,-0.602684668,-0.504642633,-0.07
1948,1.407627239,0.392063117,-0.415694719,-0.627632481,-0.798391613,-0.425340924,-0.55157631,0.281729535,0.339298427,0.057944388,0.563948517,-0.250929897,0.572285562,0.093730311,1.166448066,-0.453771267,-0.436298819,-0.588766644,-0.629830199,0.5724096,-0.551216164,-0.462357364,-0.133487056,-0.595519986,-0.505118305,-0.08
1949,1.424826301,0.392063117,-0.413548438,-0.627632481,-0.837854557,-0.396638339,-0.523880508,0.702749598,0.83432223,0.270442347,0.665979066,-0.250929897,0.574739926,0.094858199,1.170106152,-0.449334165,-0.436298819,-0.579995086,-0.604685033,0.574821362,-0.456544216,-0.457694742,-0.977206251,-0.577608282,-0.496714771,-0.08
1950,1.381828646,0.358152476,-0.405392573,-0.627632481,-0.738599272,-0.40878539,-0.53366739,-0.212159384,0.003959721,0.209728645,0.012983555,-0.250929897,0.49417275,0.017901584,1.134415102,-0.43602286,-0.436298819,-0.575609307,-0.609755303,0.494304808,-0.385540255,-0.450560317,-0.470478944,-0.582725912,-0.500440866,-0.08
1951,1.364629583,0.335545381,-0.404877466,-0.627632481,-0.693157094,-0.433231747,-0.551518852,-0.212159384,1.968086424,0.103479665,0.951664602,-0.250929897,0.516688875,0.044710596,1.133327563,-0.458208369,-0.436298819,-0.56683775,-0.60047699,0.516821697,-0.456544216,-0.453304327,0.279914934,-0.587843542,-0.491323825,-0.07
1952,1.390428177,0.414670211,-0.418184404,-0.627632481,-0.587922575,-0.438241962,-0.554618702,-0.228352464,-0.107819847,-0.245624125,-0.425747804,-0.250929897,0.514021088,0.022413133,1.173566503,-0.449334165,-0.422979639,-0.549294634,-0.605772189,0.514143148,-0.622220125,-0.450560317,0.328035801,-0.59091412,-0.483831995,-0.09
1953,1.33883099,0.414670211,-0.4108012,-0.627632481,-0.659673383,-0.419104693,-0.546439205,0.225053758,0.898196269,-0.078661443,-0.027828665,-0.250929897,0.556065415,0.058158483,1.201545913,-0.43602286,-0.422979639,-0.531751519,-0.591611047,0.55616756,-0.598552138,-0.444523495,2.151525005,-0.58579649,-0.512174102,-0.06
1954,1.313032396,0.267724099,-0.398181072,-0.515239498,-0.794804072,-0.411614582,-0.533122251,0.362694932,0.163644819,0.43740503,0.472121023,-0.250929897,0.549876149,0.048614821,1.206291537,-0.440459961,-0.405220732,-0.42210705,-0.579558611,0.549967412,-0.456544216,-0.440133079,0.231939888,-0.575561231,-0.495485952,-0.02
1955,1.364629583,0.312938287,-0.390025206,-0.515239498,-0.691961247,-0.446030616,-0.567275608,-0.884172177,-0.810434277,0.816865671,0.186435487,-0.250929897,0.513594242,0.020070598,1.17752119,-0.431585758,-0.400781005,-0.413335492,-0.609774048,0.513737631,-0.219864346,-0.444523495,0.466711389,-0.596031749,-0.492869758,-0.02
1956,1.218437553,0.098170892,-0.373885179,-0.515239498,-0.706311409,-0.463466189,-0.577492709,-0.252642083,0.291392897,0.543654009,-0.160468378,-0.250929897,0.460451919,-0.030771089,1.154386271,-0.444897063,-0.400781005,-0.479122174,-0.618105785,0.460529475,-0.385540255,-0.444523495,-0.955187309,-0.600637616,-0.468848336,-0.03
1957,1.218437553,0.098170892,-0.372597411,-0.515239498,-0.706311409,-0.463466189,-0.577492709,-0.252642083,0.291392897,0.543654009,-0.160468378,-0.250929897,0.459384804,-0.030771089,1.152013459,-0.444897063,-0.400781005,-0.479122174,-0.618105785,0.459537024,-0.385540255,-0.454401931,-0.817969929,-0.600637616,-0.468848336,-0.03
1958,1.19263896,0.086867345,-0.374314435,-0.515239498,-0.566397332,-0.48503227,-0.603810954,-0.787013701,-1.417237649,1.545430104,0.176232433,-0.250929897,0.470482799,-0.022355315,1.16140584,-0.431585758,-0.400781005,-0.45719328,-0.658621086,0.470603382,-0.551216164,-0.453304327,-0.263413396,-0.61854932,-0.475032069,-0.03
1959,1.235636616,0.120777986,-0.373455923,-0.515239498,-0.619014592,-0.477916001,-0.597726518,0.095509123,-0.538969611,0.361512901,0.02318661,-0.250929897,0.417447188,-0.07441165,1.141335804,-0.449334165,-0.400781005,-0.474736395,-0.656137497,0.417608656,-0.456544216,-0.452755525,-0.584802457,-0.614966979,-0.461633982,-0.04
1960,1.252835678,0.14338508,-0.37182475,-0.515239498,-0.572376566,-0.501262062,-0.624188055,-0.80320678,-1.513048707,0.391869753,-0.456356968,-0.250929897,0.423529743,-0.076146861,1.160120567,-0.444897063,-0.409660459,-0.474736395,-0.684965873,0.423648732,-0.361872268,-0.448913911,-0.842467825,-0.633390446,-0.481651833,-0.04
1961,1.244236147,0.132081533,-0.370622833,-0.515239498,-0.622602132,-0.487111124,-0.613568754,0.225053758,0.243487368,-0.215267274,-0.119656158,-0.250929897,0.42118209,-0.074585171,1.151123654,-0.440459961,-0.409660459,-0.483507953,-0.674647264,0.421343685,-0.361872268,-0.448913911,-0.847571553,-0.62724929,-0.480581572,-0.05
1962,1.166840366,0.052956703,-0.367017082,-0.515239498,-0.72066157,-0.478619235,-0.609149156,0.006447187,-0.778497258,0.574010861,-0.3135142,-0.250929897,0.406455904,-0.086558128,1.140050531,-0.43602286,-0.409660459,-0.474736395,-0.683466347,0.40655297,-0.50388019,-0.444523495,-1.067760973,-0.626225764,-0.46924473,-0.03
1963,1.201238491,0.120777986,-0.371481345,-0.515239498,-0.780453911,-0.475436436,-0.606881725,0.046929885,0.08380227,0.194550219,0.135420213,-0.250929897,0.460665342,-0.028428554,1.150036115,-0.422711554,-0.409660459,-0.483507953,-0.688396037,0.460753577,-0.50388019,-0.444523495,0.819306103,-0.624690475,-0.480819408,-0.04
1964,1.201238491,0.211206363,-0.372339857,-0.515239498,-0.864163187,-0.488612464,-0.617414839,-0.293124781,-0.554938121,0.740973543,0.512933243,-0.250929897,0.432493508,-0.058447707,1.144400686,-0.440459961,-0.400781005,-0.483507953,-0.704122309,0.432612801,-0.480212203,-0.440133079,-0.723332225,-0.630831631,-0.472296956,-0.02
1965,1.19263896,0.245117004,-0.372082303,-0.515239498,-0.750557741,-0.504115137,-0.631133639,-0.285028241,1.009975837,0.073122814,0.329278255,-0.250929897,0.451381442,-0.047255595,1.167239004,-0.444897063,-0.391901552,-0.45719328,-0.70615604,0.451490705,-0.456544216,-0.435742663,-0.93360583,-0.63594926,-0.46000877,-0.02
1966,1.089444586,0.154688627,-0.351821417,-0.515239498,-0.794804072,-0.512056712,-0.646344554,-0.479345193,-1.177710002,0.983828354,-0.221686707,-0.250929897,0.389808911,-0.105471929,1.13935846,-0.427148656,-0.391901552,-0.483507953,-0.733859772,0.389873398,-0.432876229,-0.431352248,-0.64123511,-0.64618452,-0.461951097,-0.02
1967,1.089444586,0.199902816,-0.350361947,-0.515239498,-0.695548787,-0.527586918,-0.647750839,-0.123097448,-0.395253023,0.877579374,-0.69102723,-0.250929897,0.375189437,-0.113453901,1.120178229,-0.418274453,-0.396341279,-0.479122174,-0.733222473,0.375274771,-0.456544216,-0.431352248,-0.510579666,-0.647719809,-0.452992613,-0.02
1968,1.158240835,0.335545381,-0.364441545,-0.515239498,-0.815133468,-0.508901113,-0.625450696,0.64607382,1.457094111,-1.247400219,-0.068640884,-0.250929897,0.402400867,-0.088727142,1.13481057,-0.413837351,-0.391901552,-0.479122174,-0.702069834,0.402508468,-0.480212203,-0.430254644,-0.908962113,-0.63236692,-0.45029714,-0.02
1969,1.19263896,0.403366664,-0.370708684,-0.515239498,-0.547263783,-0.543867461,-0.667898462,-1.232323382,-1.944198471,1.120434185,-0.782854724,-0.250929897,0.497374095,0.006535951,1.166349199,-0.418274453,-0.387461825,-0.479122174,-0.742088417,0.497474247,-0.409208242,-0.422571416,0.261978975,-0.660513883,-0.4617529,-0.01
1970,1.158240835,0.358152476,-0.366931231,-0.515239498,-0.626189672,-0.542440757,-0.659403303,0.087412583,-0.746560238,-0.822404301,-0.568590572,-0.250929897,0.462479437,-0.034501793,1.167436738,-0.427148656,-0.391901552,-0.474736395,-0.7283209,0.462578405,-0.409208242,-0.418181,-0.467562527,-0.658466831,-0.49219589,-0.01
1971,1.123842711,0.38075957,-0.362552819,-0.515239498,-0.536501162,-0.57236969,-0.6899404,-0.859882558,-0.730591728,1.24186159,0.115014103,-0.250929897,0.523304987,0.029006935,1.182662283,-0.409400249,-0.387461825,-0.479122174,-0.765780918,0.523427363,-0.432876229,-0.418181,-0.711812381,-0.67740206,-0.501035456,0.01
1972,1.098044117,0.392063117,-0.367446338,-0.515239498,-0.440833417,-0.572471527,-0.696053565,-0.341704019,-1.145772983,0.376691327,-0.874682218,-0.250929897,0.542406344,0.041066653,1.203918725,-0.413837351,-0.374142646,-0.470350616,-0.775218556,0.542508025,-0.622220125,-0.417355602,-0.767078467,-0.685078505,-0.512174102,0
1973,1.201238491,0.392063117,-0.384788283,-0.515239498,-0.530521928,-0.530616797,-0.66517208,0.864680391,1.584842189,-0.776869024,0.808821834,-0.250929897,0.587225171,0.088524678,1.214003177,-0.396088944,-0.378582372,-0.470350616,-0.747027479,0.587392402,-0.622220125,-0.413790584,-0.528369804,-0.664607986,-0.509518268,-0.04
1974,1.19263896,0.312938287,-0.382212746,-0.515239498,-0.5783558,-0.519770731,-0.663478513,-0.098807829,-1.018024904,0.528475584,0.35988742,-0.250929897,0.587972151,0.093036227,1.206390404,-0.382777638,-0.369702919,-0.461579059,-0.757186763,0.58808605,-0.574884151,-0.409400169,-0.69898015,-0.665631512,-0.497745393,-0.04
1975,1.19263896,0.267724099,-0.37963721,-0.515239498,-0.6345606,-0.515636906,-0.649099665,0.508432646,1.425157091,-0.761690598,0.063998829,-0.250929897,0.573459388,0.081670594,1.194822945,-0.378340537,-0.365263192,-0.45719328,-0.735818527,0.573604809,-0.527548177,-0.403363347,-0.599238717,-0.653349201,-0.498815654,-0.05
1976,1.106643648,0.22250991,-0.363926438,-0.515239498,-0.677611085,-0.512080595,-0.645397572,0.087412583,0.291392897,-0.503657362,0.523136298,-0.250929897,0.575593618,0.089912847,1.182563416,-0.378340537,-0.365263192,-0.461579059,-0.729914146,0.57572844,-0.50388019,-0.400619337,-0.751767282,-0.650790386,-0.488707631,-0.04
1977,1.04644693,0.14338508,-0.362295265,-0.515239498,-0.671631851,-0.498680328,-0.631334386,0.265536456,-0.714623219,0.407048178,-0.068640884,-0.250929897,0.571752005,0.084446932,1.184639626,-0.373903435,-0.365263192,-0.465964838,-0.725481174,0.571854681,-0.669556099,-0.405009753,-0.619507809,-0.643113942,-0.468491583,-0.02
1978,1.037847399,0.199902816,-0.357487597,-0.515239498,-0.592705962,-0.518693986,-0.651223807,-0.633179447,-1.417237649,1.211504739,0.02318661,-0.250929897,0.543793594,0.052432286,1.183354353,-0.369466333,-0.369702919,-0.483507953,-0.756099607,0.543873979,-0.598552138,-0.400619337,-0.737039381,-0.656931542,-0.465558274,-0.01
1979,1.029247868,0.188599269,-0.358002705,-0.515239498,-0.571180719,-0.516564379,-0.654265848,-0.187869765,0.051865251,0.012409111,-0.742042504,-0.250929897,0.554358031,0.053473413,1.207280209,-0.36059213,-0.356383739,-0.49227951,-0.760185814,0.554513475,-0.598552138,-0.400619337,-0.669961809,-0.66000212,-0.454379988,-0.01
1980,1.020648337,0.177295722,-0.353624293,-0.515239498,-0.318857043,-0.572094368,-0.705725532,-1.345674938,-0.363316004,0.710616692,-0.599199736,-0.250929897,0.560120452,0.063450877,1.200359507,-0.369466333,-0.365263192,-0.45719328,-0.791516522,0.560244077,-0.551216164,-0.396228921,-0.616737214,-0.690707898,-0.476934756,-0.01
1981,0.891655369,-0.105292957,-0.324091476,-0.515239498,-0.196880668,-0.622264514,-0.753740974,-1.313288779,-1.449174668,1.090077333,-0.874682218,-0.250929897,0.469522396,-0.034675314,1.185232829,-0.373903435,-0.365263192,-0.448421722,-0.833447,0.469664289,-0.456544216,-0.396228921,-1.017306974,-0.719878387,-0.481968948,-0.02
1982,0.865856776,-0.116596504,-0.326667012,-0.515239498,-0.250693775,-0.62249207,-0.750153444,-0.009745893,-0.61881216,-0.002769315,0.390496585,-0.250929897,0.480513679,-0.012117569,1.164272988,-0.391651842,-0.365263192,-0.435264386,-0.835555708,0.480634602,-0.74056006,-0.413790584,-0.526328313,-0.718854861,-0.479590589,-0.03
1983,0.908854432,0.075563797,-0.333964365,-0.402846515,-0.420504021,-0.57833093,-0.710489519,1.099480041,1.201597954,-0.57954949,0.206841597,-0.250929897,0.470269376,-0.022962639,1.162196778,-0.38721474,-0.365263192,-0.400178156,-0.803634561,0.470357937,-0.693224086,-0.409400169,-0.071075751,-0.693778475,-0.474120365,-0.02
1984,0.943252556,0.14338508,-0.331903936,-0.402846515,-0.352340753,-0.580487737,-0.719817096,-0.260738622,-0.63478067,0.194550219,-0.01762561,-0.250929897,0.515835183,0.019202992,1.184837361,-0.373903435,-0.356383739,-0.369477704,-0.828264266,0.515914619,-0.480212203,-0.396228921,-0.061743219,-0.699407868,-0.476538362,0
1985,0.926053494,0.14338508,-0.327525524,-0.402846515,-0.227972685,-0.622515954,-0.755864766,-0.981330653,-0.810434277,0.391869753,0.094607994,-0.250929897,0.53568352,0.040459329,1.188890915,-0.373903435,-0.365263192,-0.365091926,-0.856314762,0.535838331,-0.456544216,-0.395680119,0.014958526,-0.721413675,-0.491403104,0
1986,0.874456307,0.075563797,-0.320056469,-0.402846515,-0.359515834,-0.618861124,-0.75135863,0.055026425,-0.091851337,0.042765962,0.074201884,-0.250929897,0.455970036,-0.046648271,1.177224588,-0.365029231,-0.347504286,-0.378249262,-0.85188179,0.456036769,-0.432876229,-0.391838505,-0.449334926,-0.718854861,-0.491125628,0
1987,0.865856776,0.06426025,-0.325465095,-0.402846515,-0.408545553,-0.574974975,-0.709628721,1.107576581,0.594794583,0.042765962,-0.119656158,-0.250929897,0.456076748,-0.04343813,1.17050162,-0.373903435,-0.347504286,-0.400178156,-0.82787064,0.456154155,-0.574884151,-0.391838505,-0.707583577,-0.693266712,-0.471187056,-0.01
1988,0.831458651,-0.026168127,-0.316107313,-0.402846515,-0.474317128,-0.568765613,-0.702826779,0.216957218,0.179613329,-0.92865328,-0.609402791,-0.250929897,0.447006271,-0.044218975,1.149937248,-0.382777638,-0.329745379,-0.501051068,-0.816239946,0.447126057,-0.527548177,-0.387448089,-1.067615152,-0.68763732,-0.457075462,-0.01
1989,0.840058182,-0.060078768,-0.318854552,-0.402846515,-0.568789026,-0.531292499,-0.664196019,1.058997343,1.185629445,-1.201864942,-0.323717255,-0.250929897,0.450741173,-0.040575032,1.151321389,-0.369466333,-0.347504286,-0.417721271,-0.782388161,0.450861086,-0.527548177,-0.387448089,-0.523557718,-0.663072697,-0.440308034,-0.01
1990,0.840058182,-0.060078768,-0.315592206,-0.402846515,-0.481492209,-0.545670992,-0.675504097,-0.333607479,-0.427190043,0.33115605,0.268059926,-0.250929897,0.405602212,-0.086991931,1.138962992,-0.36059213,-0.347504286,-0.369477704,-0.793147256,0.405741936,-0.480212203,-0.383057674,-1.088030065,-0.670237379,-0.462387129,-0.02
1991,0.848657713,-0.026168127,-0.318768701,-0.402846515,-0.596293502,-0.522124908,-0.655069538,0.613687662,1.425157091,-0.47330051,-0.048234774,-0.250929897,0.41830088,-0.070073622,1.1341185,-0.36059213,-0.338624832,-0.369477704,-0.776155759,0.41840902,-0.50388019,-0.383057674,-1.082343054,-0.65488449,-0.423025295,-0.02
1992,0.840058182,-0.037471674,-0.323318815,-0.402846515,-0.610643664,-0.534723421,-0.662732278,-0.285028241,-0.60284365,-0.488478936,-0.3135142,-0.250929897,0.466000916,-0.018624611,1.142423343,-0.365029231,-0.338624832,-0.365091926,-0.775518461,0.46614269,-0.622220125,-0.378667258,0.942524686,-0.660513883,-0.424135195,-0.03
1993,0.840058182,-0.037471674,-0.323061261,-0.402846515,-0.676415238,-0.526034494,-0.66126889,-0.001649353,0.227518858,0.194550219,-0.089046994,-0.250929897,0.49417275,0.013910598,1.142621077,-0.351717926,-0.325305653,-0.365091926,-0.777214799,0.494240779,-0.598552138,-0.374276842,-0.499059822,-0.659490357,-0.40494977,-0.03
1994,0.82285912,0.007742515,-0.319798915,-0.402846515,-0.718269877,-0.497803939,-0.636098723,0.65417036,0.211550348,-0.776869024,-0.191077542,-0.250929897,0.504737188,0.024582147,1.146081428,-0.347280824,-0.325305653,-0.34754881,-0.754881243,0.504816247,-0.574884151,-0.369886426,-0.790118155,-0.644137468,-0.412996549,-0.02
1995,0.779861464,-0.026168127,-0.313274223,-0.402846515,-0.726640804,-0.500633463,-0.635725606,-0.06642167,-0.794465767,0.574010861,0.472121023,-0.250929897,0.509859339,0.03291116,1.141335804,-0.342843723,-0.325305653,-0.34754881,-0.762191429,0.510002602,-0.551216164,-0.364947208,-0.843196929,-0.644649231,-0.406456063,-0.01
1996,0.779861464,-0.048775221,-0.312673265,-0.402846515,-0.750557741,-0.493296603,-0.628033787,0.241246837,0.770448191,-0.351873105,0.155826323,-0.250929897,0.517969413,0.041153413,1.143807483,-0.338406621,-0.200993307,-0.360706147,-0.753597274,0.518102279,-0.551216164,-0.361105595,-0.299722777,-0.638508075,-0.405346163,-0.02
1997,0.702465684,-0.082685862,-0.304002293,-0.402846515,-0.663260924,-0.517919764,-0.652773381,-0.722241383,-0.730591728,0.543654009,0.227247707,-0.250929897,0.532162041,0.052605807,1.154584005,-0.316221112,-0.200993307,-0.351934589,-0.77758968,0.532284717,-0.551216164,-0.361105595,0.017145838,-0.653860964,-0.397695776,-0.02
1998,0.668067559,-0.127900051,-0.29533132,-0.402846515,-0.681198626,-0.500460308,-0.638165057,0.362694932,0.051865251,0.209728645,0.706791285,-0.250929897,0.481047237,0.001850881,1.135996977,-0.333969519,-0.325305653,-0.34754881,-0.776080783,0.481125492,-0.622220125,-0.356715179,-1.000975043,-0.644649231,-0.387310277,0.01
1999,0.67666709,-0.116596504,-0.29464451,-0.402846515,-0.726640804,-0.502314923,-0.633371991,0.216957218,0.882227759,-0.625084767,0.400699639,-0.250929897,0.478272738,-0.002226865,1.13797432,-0.325095315,-0.316426199,-0.356320368,-0.764543809,0.478436271,-0.574884151,-0.356715179,-0.425711956,-0.639019838,-0.390639979,0
2000,0.719664746,-0.105292957,-0.303744739,-0.402846515,-0.801979153,-0.46093554,-0.597783623,0.856583852,0.403172466,-0.260802551,-0.058437829,-0.250929897,0.4769922,-0.010555879,1.152408927,-0.333969519,-0.307546746,-0.365091926,-0.742969388,0.477134347,-0.598552138,-0.352324763,-0.878485564,-0.618037557,-0.382870674,-0.02
2001,0.762662402,0.06426025,-0.319369659,-0.402846515,-0.846225485,-0.471153007,-0.61121549,-0.390283257,-0.411221533,0.619546138,0.961867657,-0.250929897,0.521384181,0.037682991,1.159527364,-0.325095315,-0.307546746,-0.378249262,-0.770101425,0.521527834,-0.693224086,-0.347934347,0.828638635,-0.626225764,-0.374942812,-0.01
2002,0.762662402,0.06426025,-0.318081891,-0.402846515,-0.846225485,-0.471153007,-0.61121549,-0.390283257,-0.411221533,0.619546138,0.961867657,-0.250929897,0.520530489,0.037682991,1.157451153,-0.325095315,-0.307546746,-0.378249262,-0.770101425,0.520684784,-0.693224086,-0.3347631,0.317390882,-0.626225764,-0.374942812,-0.02
2003,0.719664746,0.030349609,-0.310526985,-0.402846515,-0.827091936,-0.443099256,-0.58920228,0.565108424,0.498983524,0.042765962,0.176232433,-0.250929897,0.485742542,-0.008560386,1.169908417,-0.31178401,-0.307546746,-0.351934589,-0.756905602,0.485895657,-0.645888112,-0.330372684,-0.150985553,-0.611896401,-0.362733905,-0.01
2004,0.659468028,-0.048775221,-0.297563452,-0.402846515,-0.828287783,-0.453095801,-0.603638584,-0.414572876,-0.554938121,-0.002769315,0.176232433,-0.250929897,0.466321051,-0.029816723,1.167041269,-0.298472705,-0.307546746,-0.365091926,-0.764328253,0.466452164,-0.598552138,-0.32927508,0.011604648,-0.621108134,-0.36531046,0
2005,0.702465684,-0.082685862,-0.30237112,-0.402846515,-0.834267017,-0.461336583,-0.597582876,0.249343377,1.936149404,-0.57954949,-0.252295871,-0.250929897,0.461839168,-0.030771089,1.157945489,-0.307346908,-0.280908386,-0.373863483,-0.746512017,0.461916771,-0.551216164,-0.325982268,0.161508438,-0.614966979,-0.39111565,-0.02
2006,0.659468028,-0.071382315,-0.29885122,-0.402846515,-0.864163187,-0.45319432,-0.581682832,0.40317763,0.211550348,-1.004545409,-1.099149424,-0.250929897,0.436548545,-0.064087143,1.166546933,-0.302909807,-0.27646866,-0.378249262,-0.723400582,0.436678647,-0.598552138,-0.324059266,-0.449189106,-0.605243483,-0.388380538,-0.01
2007,0.633669434,-0.037471674,-0.293356742,-0.402846515,-0.934718149,-0.452620455,-0.576230068,0.216957218,0.642700112,-0.746512172,-0.068640884,-0.250929897,0.466534474,-0.023917005,1.154979474,-0.289598501,-0.27646866,-0.365091926,-0.708339724,0.466697608,-0.598552138,-0.321591852,-0.715457901,-0.59961409,-0.399320988,0
2008,0.625069903,-0.093989409,-0.288978331,-0.402846515,-0.888080123,-0.451465425,-0.569026279,0.127895282,-0.730591728,-0.275980977,0.176232433,-0.250929897,0.437295525,-0.054717003,1.14845424,-0.302909807,-0.27646866,-0.413335492,-0.703634963,0.437436324,-0.574884151,-0.321591852,-0.208876414,-0.596543512,-0.416286612,-0.02
2009,0.642268966,-0.048775221,-0.294386957,-0.402846515,-0.758928668,-0.480949197,-0.591871557,-0.56840713,0.259455878,0.482940307,0.584354627,-0.250929897,0.486702946,0.010353415,1.131943422,-0.289598501,-0.27646866,-0.338777253,-0.721329363,0.486792064,-0.574884151,-0.318022444,-0.052556508,-0.608825823,-0.409389372,-0.02
2010,0.556273654,-0.093989409,-0.278590334,-0.402846515,-0.788824838,-0.476489297,-0.582888368,0.265536456,0.690605642,0.513297158,-0.048234774,-0.250929897,0.452448557,-0.019058414,1.109797175,-0.289598501,-0.27646866,-0.321234138,-0.714244105,0.452536513,-0.527548177,-0.308420605,-0.677836133,-0.601149379,-0.384773361,0
